category	alpha_global	alpha_global_se	alpha_global_ci99_low	alpha_global_ci99_high	beta_global_log	beta_global_log_se	beta_global_ci99_low	beta_global_ci99_high	n_genomes_used	r_squared	p_value
0004019	0.1016236115553979	0.009009741245319716	0.07841451810745431	0.12483270500334148	-0.7901947607941243	0.07433674651679055	-0.9816862198213767	-0.5987033017668719	2137	0.05623792094709357	0.0
0004045	0.09810906921067547	0.015910536576022483	0.057123526990841555	0.13909461143050939	-0.18660524523823263	0.13113435250840938	-0.5244073372998952	0.15119684682342993	2159	0.017322459060658435	3.0713431797835256e-11
0004073	0.19696346403893064	0.011195357436610993	0.1681242232822207	0.22580270479564057	-1.5397737056045404	0.09242504560457895	-1.7778606230819358	-1.301686788127145	2129	0.12703534968265606	0.0
0004088	-0.06282220837957268	0.012365214342635772	-0.09467500052620242	-0.030969416232942935	0.5878662937107193	0.102226608386229	0.3245305505077934	0.8512020369136453	2081	0.012263368296902777	1.999999926976475
0004107	0.03310383366603137	0.005524122265838461	0.018873694709231493	0.04733397262283125	-0.2584767812076235	0.04565479780572322	-0.37608354035516656	-0.14087002206008048	2080	0.01698804005443999	1.1782930187109741e-10
0004140	-0.007917940887493839	0.0025909445690356285	-0.01459221409732962	-0.0012436676776580594	0.06903973672846273	0.021358988113414183	0.014018983348307791	0.12406049010861767	2158	0.004313028567396016	1.9973824070022104
0004190	0.4524008373843068	0.02161743201724817	0.3967143325078755	0.5080873422607382	-2.8145229272265277	0.1782214739316904	-3.2736214440745623	-2.355424410378493	2160	0.1687096405516617	0.0
0004222	0.5873239479500545	0.019826485193578082	0.5362509220913974	0.6383969738087116	-2.7808140648538817	0.16342987594948946	-3.2018094252997664	-2.359818704407997	2164	0.2887067588407044	0.0
0004252	0.7442763639322464	0.017365818469727234	0.699542015554229	0.7890107123102638	-3.8212176983475756	0.14314658047348452	-4.189963289647272	-3.4524721070478797	2164	0.45934699082950015	0.0
0004326	-0.050847903022204974	0.008798624983357532	-0.07351316097933397	-0.02818264506507597	0.4628818438570741	0.072656944995295	0.27571755354919414	0.650046134164954	2114	0.015567134222449375	1.999999999416299
0004332	0.3050215714533993	0.020113523563987733	0.2532091347525669	0.3568340081542317	-2.233835114951198	0.16596514234948684	-2.661361321643476	-1.8063089082589199	2079	0.09968767975827153	0.0
0004356	0.7787916359918338	0.02844981259139272	0.7055049187564061	0.8520783532272614	-5.733679782645858	0.23485151900876375	-6.338657295612434	-5.128702269679282	2108	0.262436745178663	0.0
0004360	0.24452038659416006	0.01119376758048452	0.21568524130683192	0.2733555318814882	-1.9332106911363878	0.09240004893356561	-2.1712332171892528	-1.6951881650835228	2103	0.1850824345812524	0.0
0004372	0.44842580725168524	0.017404127876949387	0.4035927738406636	0.49325884066270687	-3.513497649339252	0.14367362712967927	-3.8836009128253055	-3.143394385853198	2086	0.2415917079526143	0.0
0004385	-0.022779590745383663	0.004906402282806989	-0.03541848302589447	-0.01014069846487286	0.201506165862995	0.04045457354460318	0.0972951844120972	0.30571714731389277	2139	0.009986245385517845	1.9999989029569674
0004386	0.5658672555597604	0.02970720909476914	0.48934148493163504	0.6423930261878856	-3.0006314684490145	0.24510293134955394	-3.6320166196054657	-2.3692463172925633	2144	0.14485278248642786	0.0
0004478	0.033371246323601556	0.010686213305455302	0.0058435608487486974	0.06089893179845442	-0.21566446130303274	0.08810818602107803	-0.44263114849332974	0.011302225887264289	2159	0.004500781750963689	0.0020125236207122477
0004479	0.14462292901117296	0.010677319012983633	0.11711815523372712	0.1721277027886188	-1.1151126390721349	0.08801322598169109	-1.341834709200971	-0.8883905689432986	2164	0.07822060570572353	0.0
0004518	0.3075310555256369	0.024386235977411276	0.24471211164782547	0.37034999940344837	-1.1713583874904796	0.20126278602863035	-1.6898113243002313	-0.6529054506807278	2132	0.06947623559418392	0.0
0004519	0.782479939309389	0.037786315341754126	0.6851423909890304	0.8798174876297475	-4.621344288045809	0.31169939345827574	-5.424281925594327	-3.8184066504972907	2140	0.16706348472046606	0.0
0004523	0.17934793216406802	0.016215159099603128	0.13757768232349038	0.22111818200464567	-0.8375639698514905	0.13365348872768407	-1.1818553568140047	-0.49327258288897635	2160	0.05364777167529278	0.0
0004525	0.013728877097328153	0.004473969439522422	0.002203931821118393	0.02525382237353791	-0.1023843657333671	0.036882097157333565	-0.19739264801065837	-0.0073760834560758215	2134	0.004397267515013459	0.0024920387474836048
0004526	0.0007454149464431222	0.000768611574383166	-0.0012345284691679134	0.002725358362054158	-0.005808132258515683	0.00633428397600011	-0.02212524778069197	0.010508983263660602	2121	0.00044366857694411177	0.5494852389037459
0004540	0.5676576060130175	0.026596174913355062	0.49914585943621487	0.6361693525898202	-3.413363543199603	0.2192324824285262	-3.9781064179354866	-2.8486206684637194	2164	0.17403629717885571	0.0
0004553	1.1648602041235938	0.048138815507353105	1.0408546153766522	1.2888657928705354	-7.557056086827618	0.3975242515719922	-8.58107855887707	-6.533033614778166	2114	0.21706453378538104	0.0
0004588	0.0336227186147165	0.005308876758700949	0.019947052084302856	0.04729838514513015	-0.262309683384221	0.043830227709645724	-0.3752163499642684	-0.14940301680417362	2098	0.018777449687476966	8.131495476959572e-12
0004590	0.0087773606154369	0.007069468852703193	-0.009433591149126525	0.026988312380000327	-0.04511197588657742	0.05833090968429038	-0.19537239923330946	0.10514844746015461	2133	0.0007228643605505791	0.3747958707118646
0004595	0.020512505930217632	0.0036531088199852554	0.011102097609935614	0.02992291425049965	-0.1611761989153774	0.03011782647514476	-0.2387597199153503	-0.0835926779154045	2157	0.014419724059028916	1.9178170163058894e-09
0004634	0.08374274018713455	0.010234934079789459	0.05737754999759691	0.1101079303766722	-0.6310026131345768	0.08454971546089567	-0.848802680161844	-0.4132025461073096	2084	0.03115291896331751	0.0
0004637	0.003586825389361957	0.0038751498732653637	-0.006395560684169621	0.013569211462893534	-0.022310254962816366	0.03201218074712697	-0.10477363256741545	0.060153122641782714	2110	0.00040625281877137986	0.5796037405177539
0004638	0.10315235998721319	0.016982882951554153	0.059404453504009684	0.14690026647041668	-0.36229261917179284	0.14026268444672924	-0.7236092943065673	-0.0009759440370183392	2098	0.017296832578000965	6.309663902470675e-11
0004643	0.014013753862360126	0.00441080127493754	0.002651529778121022	0.02537597794659923	-0.10529660689354647	0.03643499417351524	-0.19915315188452173	-0.011440061902571214	2083	0.0048272565465256045	0.00161859284949184
0004644	0.14436588932462982	0.01744184229948248	0.09943570356116295	0.1892960750880967	-0.9410383193701113	0.1440586442173817	-1.3121333868740865	-0.569943251866136	2108	0.031505281189265544	0.0
0004654	0.0004581548632408129	0.001106840803916771	-0.0023930670476487895	0.003309376774130415	-0.0031211739855465355	0.009139404806873794	-0.02666428076805343	0.02042193279696036	2110	8.127338999386335e-05	0.8966610976822551
0004673	1.3732934896588285	0.04557604155286481	1.2558896066186487	1.4906973726990083	-9.099298538572592	0.37647202732858737	-10.069090480971033	-8.129506596174151	2080	0.3040699798500117	0.0
0004743	0.31613937288828603	0.016151419017574865	0.27453331749901316	0.3577454282775589	-2.4163981177301728	0.13341186583506984	-2.760067084121313	-2.0727291513390327	2089	0.15510207288370814	0.0
0004750	0.06368986202566983	0.010241213872728087	0.037308495089522276	0.09007122896181738	-0.46816974432030983	0.08443309648505921	-0.6856694008658224	-0.25067008777479727	2161	0.01759843895336577	2.0273782652679984e-11
0004791	0.0707438125000444	0.011649855784231644	0.04073378399986369	0.10075384100022511	-0.5138549467402432	0.09616968256822128	-0.7615880490359812	-0.2661218444445052	2075	0.01747748874106514	6.378142458629554e-11
0004807	0.025033906619403648	0.010733034276644734	-0.002614389677233188	0.052682202916040484	-0.14671620337524272	0.08864503651047302	-0.37506581742622125	0.08163341067573579	2105	0.0025801855698635023	0.031325656854339856
0004812	0.16059819860211574	0.014952636686869846	0.12208020649673902	0.19911619070749248	-0.19732958234321796	0.1232588372874945	-0.5148443471958037	0.12018518250936788	2162	0.050698619979271387	0.0
0004813	0.1772034865120773	0.01247381876751242	0.1450709293669653	0.20933604365718927	-1.3532780083369385	0.10284634149518296	-1.6182101840285297	-1.0883458326453472	2156	0.08566534113890345	0.0
0004814	0.08632567719218281	0.008898674362734577	0.06340269203377855	0.10924866235058708	-0.6625225298391313	0.07336495627158995	-0.8515106571947471	-0.4735344024835155	2143	0.042104714535199594	0.0
0004817	0.03707168973213737	0.006619065738932123	0.02002097638864822	0.05412240307562652	-0.28081516765491804	0.05457936068401617	-0.42141160077694373	-0.14021873453289238	2158	0.014340670424121238	2.1245667447544747e-09
0004818	-0.049495541337398315	0.01211428719329072	-0.08070194514731521	-0.01828913752748142	0.5039649642602037	0.09985816617951387	0.24673032818177593	0.7611996003386314	2164	0.007661968689479215	1.9999757512044822
0004820	-0.020752346339232813	0.01743318734239067	-0.06566023693323118	0.024155544254765557	0.5787851064321081	0.1437352997022499	0.20852297439911233	0.9490472384651039	2151	0.0006589585953489241	1.5942885156317743
0004821	0.008677550341160543	0.004146288202974482	-0.002003288069701724	0.01935838875202281	-0.06208532842766432	0.03417796638818513	-0.15012776984362922	0.025957112988300564	2163	0.002022745240437218	0.0615194241315935
0004822	0.027851283673816306	0.004467285126909764	0.016343557186896757	0.039359010160735855	-0.2177304731603435	0.03683423186134486	-0.31261545443516786	-0.12284549188551913	2150	0.017773801486052676	1.7926105044807628e-11
0004823	0.013509751891547106	0.003010469078603259	0.0057547835450651105	0.0212647202380291	-0.10604915034946706	0.024816938946296628	-0.16997758507512717	-0.04212071562380694	2145	0.009309837153718359	2.7046279600373424e-06
0004824	0.20053529955978627	0.014414020724259216	0.16340478217409454	0.237665816945478	-1.4823965862514887	0.11882233920187879	-1.7884829320355284	-1.176310240467449	2157	0.08241572191311997	0.0
0004825	0.07472749373697783	0.007509426418752634	0.05538321128227105	0.09407177619168461	-0.5815095257004361	0.061904790673757495	-0.7409762664760354	-0.4220427849248368	2159	0.043893810640367126	0.0
0004826	0.026267483641324262	0.004058165809844038	0.01581364851516602	0.036721318767482504	0.47802176157531456	0.033451493212730075	0.3918507150593219	0.5641928080913072	2164	0.019010177752564195	2.608802063264193e-12
0004827	0.1377007801807035	0.010164740060132182	0.111516409785803	0.16388515057560402	-1.0628654735996605	0.08379224992731606	-1.2787143094124267	-0.8470166377868944	2152	0.07864461091972896	0.0
0004828	0.05390186316531373	0.006177350358204625	0.03798900864257862	0.06981471768804884	-0.4214271509177261	0.05091994838625859	-0.5525969379607282	-0.290257363874724	2164	0.034018579175302044	0.0
0004829	0.13901763485962082	0.009424292624334718	0.11474065705933459	0.16329461265990705	-1.0836563253073819	0.0776845194429921	-1.2837716473925296	-0.8835410032222342	2164	0.09144075977930721	0.0
0004830	0.24884290266010764	0.011620293213537023	0.21890902734203627	0.278776777978179	-1.9395739737793674	0.0957861698552692	-2.186319147326541	-1.6928288002321938	2164	0.17499220585641884	0.0
0004831	0.04403962462454685	0.0077010905497756415	0.024201615368324797	0.0638776338807689	-0.3263358009942196	0.06348015096661122	-0.4898606698842101	-0.1628109321042291	2164	0.014900713763161821	9.085741048409091e-10
0004832	0.02363226055570465	0.0034357501735045627	0.014781768108756897	0.03248275300265241	-0.18781309194522142	0.02832520443335681	-0.2607788185655486	-0.11484736532489427	2153	0.021521777257696773	8.304468224196171e-14
0005047	0.0005129998481420226	0.0007498774472030867	-0.0014186844558531286	0.002444684152137174	-0.0039024137355415773	0.00618131841239251	-0.01982548996586468	0.012020662494781528	2162	0.00021662373955977365	0.7423432318831269
0005048	0.0012973066626464315	0.001065694019657988	-0.0014479211319925458	0.004042534457285409	-0.010037784540561371	0.008786177999768007	-0.03267097906796376	0.012595409986841017	2154	0.0006881435014531867	0.38929815829002745
0005215	1.1085016348571983	0.038948522765967275	1.0081702402120667	1.20883302950233	-7.389162750857536	0.32165222322981524	-8.21773887789754	-6.560586623817532	2070	0.2814480913846016	0.0
0005506	1.6099940070504764	0.034987119972035824	1.5198671860025121	1.7001208280984406	-11.419703273704185	0.2892474371317679	-12.164804671755618	-10.674601875652751	2084	0.5042317080042575	0.0
0005515	1.0869550909443877	0.025530685853750117	1.0211880441851273	1.152722137703648	-5.849281228075323	0.21044964759236584	-6.391399520273257	-5.307162935877388	2164	0.45604375666982133	0.0
0005524	0.7161512359920459	0.010051525090308537	0.6902585073594111	0.7420439646246807	-0.4999284387559868	0.08285480167429736	-0.7133624078689769	-0.2864944696429968	2164	0.7013102561987439	0.0
0005525	0.38808509939561886	0.013000614561862765	0.3545955162842604	0.4215746825069773	0.04028512562793285	0.1071641697642181	-0.23576977568469298	0.3163400269405587	2164	0.2918671527506016	0.0
0005694	0.07050701676232621	0.02824664522422008	-0.0022563413352647277	0.14327037485991714	-0.013402121175540405	0.23284996600921984	-0.6132236336152908	0.5864193912642099	2124	0.002927603395553535	0.01893898439779762
0005737	0.2536061242194334	0.008726377428509942	0.2311269759635918	0.27608527247527503	1.8019743768304557	0.07193159890446661	1.6166785780525497	1.9872701756083617	2164	0.28091551074873655	0.0
0005829	1.0434325682736825	0.03258300239322725	0.9594987541087291	1.127366382438636	-7.122032196211729	0.26919692154569996	-7.815483466113451	-6.428580926310006	2088	0.32958935319853777	0.0
0005840	0.05063770911557803	0.002639170975588407	0.043839204682462295	0.057436213548693764	3.031277490493573	0.021754707450093745	2.9752373641021315	3.0873176168850147	2164	0.14550184098694363	0.0
0005854	-0.01072359548647489	0.00498196561988893	-0.023557138923308775	0.002109947950358992	0.10081266915795267	0.04108523831149204	-0.005022904732450817	0.20664824304835616	2094	0.0022098202004828815	1.9476380710757653
0005886	0.8280264223529847	0.01853304699556281	0.7802852932924149	0.8757675514135546	-2.879160089208586	0.15276805454311954	-3.272690597711662	-2.48562958070551	2164	0.4800581356440178	0.0
0005975	0.9503926413363816	0.02643138100716529	0.8823054038619238	1.0184798788108393	-4.596449439915062	0.21787408494239235	-5.157693082726665	-4.03520579710346	2164	0.37422291973361943	0.0
0006006	0.5998163300429206	0.021374403688435125	0.5447558661415117	0.6548767939443294	-4.01116156082843	0.1761908182042062	-4.465029108522465	-3.557294013134395	2163	0.267084053926708	0.0
0006094	0.46931312731953234	0.023628314561514933	0.4084465890090699	0.5301796656299949	-2.6618951420957133	0.19494302265471478	-3.1640683684542585	-2.159721915737168	2135	0.15608700136122144	0.0
0006096	0.23765586747923564	0.012159730649722655	0.20633240132555009	0.2689793336329212	0.21392271080166925	0.10023275695417082	-0.044276871112274796	0.4721222927156133	2164	0.15015306303225395	0.0
0006098	0.8215098845512664	0.02944576767078104	0.7456575870313344	0.8973621820711983	-5.478158975753047	0.24272169830848137	-6.103410070595695	-4.852907880910399	2164	0.26471557809386703	0.0
0006139	0.20915830846928085	0.02440520583576594	0.1462904982363478	0.27202611870221394	-1.0814329842344796	0.20107914205481536	-1.5994128541676842	-0.5634531143012752	2096	0.033887257663422043	0.0
0006163	-0.10885021438716955	0.011964413040169144	-0.13967054237864526	-0.07802988639569383	0.9819680306688026	0.09864972322950726	0.7278463436295919	1.2360897177080132	2139	0.03728788061312538	2.0
0006164	0.1573365677648222	0.011484517269073406	0.1277524512796891	0.18692068424995528	0.07329186999739856	0.09468604322722621	-0.17061937735593616	0.31720311735073325	2161	0.07997950525790642	0.0
0006177	-0.029259373518283192	0.005797006418515688	-0.0441924620523796	-0.01432628498418678	0.2600963395424864	0.047794064253911	0.13697883002441166	0.3832138490605611	2153	0.011704926842321162	1.9999999095255472
0006189	0.205622204279251	0.014386425955293918	0.16856277101841385	0.24268163754008812	0.11655618447496563	0.11877906069390845	-0.18941867587254252	0.4225310448224738	2126	0.08774012562179379	0.0
0006207	0.14812373381349694	0.01745769256158217	0.10315271777486126	0.19309474985213262	-0.24868989057521396	0.1440745841420573	-0.6198260193251535	0.12244623817472561	2127	0.03276781074525592	0.0
0006221	0.018641805807447162	0.016213590208169072	-0.023124402568796366	0.06040801418369069	0.9601311837104682	0.13364875370220486	0.6158519941735885	1.304410373247348	2164	0.0006110776733251333	0.43102704518862045
0006260	0.1499333831399206	0.01037910112504382	0.12319681864180773	0.17666994763803348	1.5126735537111689	0.08555501354736064	1.2922838388131679	1.7330632686091698	2164	0.08802470505876003	0.0
0006261	0.2906693441592217	0.02509157024162849	0.2260334592167867	0.3553052291016567	-1.9242450620654965	0.2072598127087505	-2.4581463396032377	-1.3903437845277553	2064	0.061104259878724254	0.0
0006265	0.13106549182543806	0.018455509070016873	0.08352410046107459	0.17860688318980153	0.5730384673234921	0.1521289088029831	0.18115439824700758	0.9649225363999765	2164	0.0227957724100204	1.1324274851176597e-14
0006269	-0.0001265375317231655	0.010238269632468608	-0.0265003201049623	0.02624724504151597	0.05736546686953334	0.08439464539353508	-0.16003513966421304	0.27476607340327974	2159	7.081665653885238e-08	1.0000972399212675
0006275	0.030357452219998523	0.008631938930572416	0.008121577534843976	0.05259332690515307	-0.2102162667809216	0.07119241635728459	-0.39360793131728666	-0.02682460224455649	2144	0.00574108463746259	0.0003805186970766705
0006281	0.37964604106417377	0.009001373425092874	0.35645850312113453	0.402833579007213	0.0564857840058024	0.07419839310269959	-0.13464927662675175	0.24762084463835654	2164	0.4513878842024218	0.0
0006284	0.5429927755770451	0.023716916679473624	0.481897998210721	0.6040875529433691	-3.2417914674126047	0.19565223039507132	-3.7457916129103084	-2.737791321914901	2123	0.19816098870225085	0.0
0006289	0.0716431115281654	0.007379768448053631	0.05263282800597924	0.09065339505035155	0.5729179311345957	0.06083149031337214	0.41621601208734904	0.7296198501818423	2164	0.04177119873654067	0.0
0006310	0.518255085564944	0.017563106170194437	0.4730125240705232	0.5634976470593649	-1.1878177939878776	0.14477802058628286	-1.5607659750181422	-0.814869612957613	2163	0.28720611856902434	0.0
0006351	0.20092968635784184	0.015105577609059357	0.16201771843690493	0.23984165427877874	-0.021718454244510133	0.12451539698996088	-0.3424701168906494	0.2990332084016291	2164	0.07564764331278939	0.0
0006352	1.6630829373530005	0.03136227011353448	1.5822937295405357	1.7438721451654653	-11.45234827790641	0.25889650440186296	-12.119265673245609	-10.78543088256721	2127	0.5695752646262195	0.0
0006353	0.14709144368563642	0.008865484184096967	0.12425395642740264	0.1699289309438702	-0.08525254141527361	0.07308316792203687	-0.2735147819824406	0.10300969915189337	2163	0.112990840669839	0.0
0006355	1.6206466496426257	0.018746087534942717	1.5723567281526132	1.6689365711326383	-8.751783616267325	0.1545241494123376	-9.149837825153506	-8.353729407381143	2164	0.775633963063883	0.0
0006364	0.1087859508551206	0.013943092107695978	0.07286854558569576	0.14470335612454543	1.201210802821349	0.11493301970896735	0.9051433440510492	1.497278261591649	2164	0.02738499753377388	0.0
0006396	0.3925613119371726	0.021233237773882013	0.33786449143165254	0.44725813244269264	-1.4500595636669447	0.1750257487149337	-1.900925892356614	-0.9991932349772754	2164	0.13651534774551888	0.0
0006400	0.11685760057247709	0.016764456946373973	0.07367235947861772	0.16004284166633645	1.0835954235425977	0.13818955262902055	0.7276191359702409	1.4395717111149546	2164	0.021979965751376396	3.68594044175552e-14
0006402	0.04620203357540982	0.025804415618181004	-0.020270141057024446	0.11267420820784409	0.30522205028805066	0.21274853757868165	-0.24281818251463322	0.8532622830907346	2161	0.001482644741888972	0.12991630207527982
0006412	0.04672689229029955	0.002012258911972795	0.04154331333305763	0.051910471247541466	3.692892321288852	0.016587066297988576	3.6501640385052334	3.7356206040724707	2164	0.19962094324729007	0.0
0006413	0.09724496680057267	0.006025805542444362	0.081722491723236	0.11276744187790934	0.35506217055863987	0.04967076325845237	0.22711028440486655	0.48301405671241315	2164	0.10751062899721042	0.0
0006414	0.10781946905163935	0.01004108388110505	0.08195363697391274	0.13368530112936594	0.6835915318333112	0.08276873470336286	0.4703792712374485	0.896803792429174	2164	0.05063056162848911	0.0
0006415	0.2340090833555737	0.013872870050129825	0.19827257010643926	0.2697455966047081	-0.573029574309047	0.11435417872707353	-0.8676059387099884	-0.27845320990810557	2164	0.11630053130624551	0.0
0006418	0.09232498029076082	0.018819072165306643	0.04384705039293091	0.14080291018859073	-0.12578214704718393	0.1551413195802863	-0.5254261862860015	0.27386189219163354	2159	0.011035011842826958	2.2163448631928873e-07
